MONITOR ID,LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
302,DC: WASHINGTON,01/01/2015 00:47:00,,1106.00,528.00,147.00,78.00,49.00,60.00,45.00,31.00,APPROVED
302,DC: WASHINGTON,01/01/2015 01:47:00,,1113.00,535.00,151.00,76.00,47.00,59.00,44.00,30.00,APPROVED
302,DC: WASHINGTON,01/01/2015 02:48:00,,1120.00,534.00,151.00,77.00,48.00,60.00,44.00,31.00,APPROVED
302,DC: WASHINGTON,01/01/2015 03:48:00,,1118.00,546.00,151.00,78.00,49.00,61.00,46.00,32.00,APPROVED
302,DC: WASHINGTON,01/01/2015 04:48:00,,1138.00,555.00,160.00,81.00,49.00,61.00,44.00,32.00,APPROVED
302,DC: WASHINGTON,01/01/2015 05:48:00,,1147.00,562.00,159.00,81.00,49.00,63.00,45.00,31.00,APPROVED
302,DC: WASHINGTON,01/01/2015 06:49:00,,1162.00,572.00,163.00,84.00,50.00,67.00,46.00,32.00,APPROVED
302,DC: WASHINGTON,01/01/2015 07:49:00,,1170.00,582.00,167.00,85.00,52.00,66.00,46.00,32.00,APPROVED
302,DC: WASHINGTON,01/01/2015 08:49:00,,1162.00,582.00,166.00,87.00,50.00,68.00,46.00,31.00,APPROVED
302,DC: WASHINGTON,01/01/2015 09:49:00,,1161.00,585.00,163.00,85.00,52.00,67.00,46.00,31.00,APPROVED
302,DC: WASHINGTON,01/01/2015 10:49:00,,1168.00,587.00,166.00,85.00,52.00,67.00,48.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 11:50:00,,1164.00,599.00,170.00,89.00,53.00,68.00,45.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 12:50:00,,1185.00,602.00,165.00,90.00,53.00,68.00,46.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 13:50:00,,1191.00,610.00,169.00,92.00,54.00,70.00,47.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 14:50:00,,1211.00,619.00,176.00,93.00,54.00,69.00,49.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 15:51:00,,1216.00,626.00,176.00,94.00,53.00,69.00,48.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 16:51:00,,1203.00,618.00,169.00,96.00,55.00,70.00,47.00,34.00,APPROVED
302,DC: WASHINGTON,01/01/2015 17:51:00,,1195.00,615.00,166.00,92.00,55.00,67.00,50.00,33.00,APPROVED
302,DC: WASHINGTON,01/01/2015 18:51:00,,1183.00,603.00,169.00,95.00,51.00,69.00,45.00,33.00,APPROVED
