MONITOR ID,LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
801,CO: DENVER,01/01/2015 00:48:00,,3493.00,2190.00,581.00,351.00,178.00,227.00,134.00,53.00,APPROVED
801,CO: DENVER,01/01/2015 01:48:00,,3320.00,2099.00,557.00,340.00,173.00,220.00,127.00,52.00,APPROVED
801,CO: DENVER,01/01/2015 02:48:00,,3248.00,2056.00,553.00,342.00,171.00,215.00,127.00,53.00,APPROVED
801,CO: DENVER,01/01/2015 03:49:00,,3187.00,1970.00,530.00,316.00,166.00,200.00,117.00,51.00,APPROVED
801,CO: DENVER,01/01/2015 04:49:00,,3186.00,1912.00,511.00,295.00,156.00,188.00,110.00,47.00,APPROVED
801,CO: DENVER,01/01/2015 05:49:00,,3354.00,2005.00,528.00,305.00,162.00,192.00,118.00,48.00,APPROVED
801,CO: DENVER,01/01/2015 06:49:00,,3424.00,2088.00,543.00,325.00,166.00,205.00,122.00,50.00,APPROVED
801,CO: DENVER,01/01/2015 07:49:00,,3472.00,2140.00,554.00,339.00,174.00,210.00,125.00,52.00,APPROVED
801,CO: DENVER,01/01/2015 08:50:00,,3502.00,2184.00,565.00,351.00,174.00,215.00,126.00,53.00,APPROVED
801,CO: DENVER,01/01/2015 09:50:00,,3537.00,2216.00,573.00,357.00,176.00,217.00,130.00,55.00,APPROVED
801,CO: DENVER,01/01/2015 10:50:00,,3569.00,2237.00,580.00,360.00,180.00,223.00,129.00,55.00,APPROVED
801,CO: DENVER,01/01/2015 11:50:00,,3661.00,2318.00,601.00,377.00,184.00,228.00,133.00,59.00,APPROVED
801,CO: DENVER,01/01/2015 12:50:00,,3653.00,2332.00,608.00,389.00,189.00,237.00,134.00,59.00,APPROVED
801,CO: DENVER,01/01/2015 13:51:00,,3694.00,2380.00,617.00,400.00,193.00,238.00,139.00,59.00,APPROVED
801,CO: DENVER,01/01/2015 14:51:00,,3706.00,2407.00,614.00,403.00,192.00,249.00,139.00,61.00,APPROVED
801,CO: DENVER,01/01/2015 15:51:00,,3695.00,2418.00,629.00,407.00,198.00,248.00,141.00,61.00,APPROVED
801,CO: DENVER,01/01/2015 16:51:00,,3625.00,2365.00,623.00,399.00,192.00,247.00,137.00,61.00,APPROVED
801,CO: DENVER,01/01/2015 17:51:00,,3517.00,2278.00,608.00,381.00,187.00,239.00,138.00,57.00,APPROVED
801,CO: DENVER,01/01/2015 18:52:00,,3433.00,2191.00,598.00,361.00,181.00,236.00,132.00,53.00,APPROVED
