MONITOR ID,LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
533,MN: DULUTH,01/01/2015 00:27:00,,1614.00,979.00,279.00,146.00,88.00,111.00,57.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 01:27:00,,1626.00,978.00,281.00,149.00,86.00,113.00,61.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 02:27:00,,1615.00,972.00,285.00,148.00,84.00,112.00,58.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 03:27:00,,1607.00,969.00,279.00,151.00,85.00,112.00,56.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 04:28:00,,1592.00,958.00,276.00,149.00,86.00,111.00,58.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 05:28:00,,1583.00,946.00,273.00,145.00,86.00,110.00,58.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 06:28:00,,1585.00,946.00,273.00,146.00,86.00,107.00,57.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 07:28:00,,1594.00,950.00,275.00,146.00,85.00,108.00,57.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 08:28:00,,1605.00,958.00,273.00,147.00,87.00,111.00,59.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 09:29:00,,1585.00,936.00,270.00,146.00,86.00,107.00,57.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 10:29:00,,1586.00,954.00,268.00,146.00,85.00,107.00,58.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 11:29:00,,1642.00,999.00,285.00,156.00,88.00,115.00,61.00,25.00,APPROVED
533,MN: DULUTH,01/01/2015 12:29:00,,1655.00,1007.00,287.00,161.00,91.00,115.00,61.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 13:29:00,,1637.00,986.00,280.00,151.00,87.00,111.00,61.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 14:30:00,,1617.00,969.00,273.00,148.00,87.00,109.00,60.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 15:30:00,,1586.00,939.00,268.00,147.00,82.00,106.00,60.00,23.00,APPROVED
533,MN: DULUTH,01/01/2015 16:30:00,,1579.00,935.00,261.00,142.00,84.00,101.00,57.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 17:30:00,,1551.00,915.00,258.00,142.00,81.00,101.00,56.00,24.00,APPROVED
533,MN: DULUTH,01/01/2015 18:30:00,,1507.00,867.00,248.00,130.00,79.00,98.00,55.00,22.00,APPROVED
533,MN: DULUTH,01/01/2015 19:31:00,,1485.00,836.00,238.00,124.00,76.00,92.00,53.00,22.00,APPROVED
533,MN: DULUTH,01/01/2015 20:31:00,,1448.00,815.00,236.00,118.00,74.00,90.00,50.00,22.00,APPROVED
533,MN: DULUTH,01/01/2015 21:31:00,,1429.00,805.00,231.00,117.00,74.00,90.00,50.00,22.00,APPROVED
533,MN: DULUTH,01/01/2015 22:31:00,,1426.00,791.00,226.00,113.00,73.00,89.00,48.00,21.00,APPROVED
533,MN: DULUTH,01/01/2015 23:31:00,,1421.00,787.00,220.00,112.00,73.00,86.00,47.00,21.00,APPROVED
