MONITOR ID,LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
914,CA: SAN FRANCISCO,01/01/2015 00:02:00,,1952.00,1299.00,385.00,215.00,135.00,165.00,109.00,31.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 01:02:00,,1967.00,1306.00,387.00,215.00,137.00,159.00,110.00,30.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 02:02:00,,1984.00,1304.00,384.00,215.00,137.00,161.00,104.00,30.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 03:03:00,,2021.00,1310.00,387.00,213.00,138.00,163.00,109.00,29.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 04:03:00,,2034.00,1321.00,386.00,211.00,136.00,162.00,104.00,29.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 05:03:00,,2025.00,1320.00,391.00,211.00,135.00,161.00,103.00,30.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 06:03:00,,2040.00,1326.00,386.00,210.00,137.00,162.00,106.00,31.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 07:04:00,,2051.00,1338.00,388.00,211.00,136.00,162.00,101.00,30.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 08:04:00,,2086.00,1360.00,393.00,212.00,137.00,163.00,105.00,29.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 09:04:00,,2105.00,1370.00,393.00,218.00,139.00,165.00,104.00,30.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 10:04:00,,2109.00,1356.00,392.00,208.00,138.00,160.00,101.00,29.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 11:04:00,,2114.00,1358.00,393.00,213.00,137.00,164.00,103.00,31.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 12:05:00,,2123.00,1373.00,401.00,214.00,138.00,163.00,103.00,29.00,APPROVED
914,CA: SAN FRANCISCO,01/01/2015 13:05:00,,2144.00,1394.00,402.00,215.00,138.00,165.00,105.00,30.00,APPROVED
