MONITOR ID,LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
204,NY: NEW YORK CITY,01/01/2017 10:49:00,,2466.00,1417.00,409.00,219.00,142.00,162.00,110.00,55.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 11:50:00,,2478.00,1418.00,410.00,224.00,141.00,161.00,111.00,54.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 12:50:00,,2481.00,1427.00,413.00,226.00,141.00,164.00,111.00,57.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 13:50:00,,2478.00,1428.00,414.00,228.00,143.00,164.00,111.00,54.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 14:50:00,,2491.00,1442.00,414.00,230.00,144.00,168.00,112.00,56.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 15:51:00,,2494.00,1448.00,422.00,230.00,143.00,168.00,113.00,56.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 16:51:00,,2479.00,1451.00,422.00,227.00,144.00,171.00,115.00,56.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 17:51:00,,2472.00,1432.00,411.00,227.00,140.00,166.00,112.00,57.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 18:51:00,,2476.00,1435.00,412.00,226.00,139.00,167.00,111.00,57.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 19:51:00,,2457.00,1417.00,411.00,232.00,141.00,163.00,110.00,57.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 20:52:00,,2448.00,1416.00,414.00,227.00,140.00,163.00,113.00,55.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 21:52:00,,2453.00,1415.00,410.00,226.00,141.00,161.00,109.00,55.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 22:52:00,,2439.00,1408.00,404.00,219.00,139.00,158.00,109.00,56.00,APPROVED
204,NY: NEW YORK CITY,01/01/2017 23:52:00,,2437.00,1387.00,409.00,218.00,139.00,159.00,110.00,56.00,APPROVED
204,NY: NEW YORK CITY,01/02/2017 00:53:00,,2447.00,1396.00,402.00,216.00,138.00,156.00,110.00,55.00,APPROVED
204,NY: NEW YORK CITY,01/02/2017 01:53:00,,2438.00,1396.00,403.00,224.00,137.00,159.00,112.00,56.00,APPROVED
